name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
Aquarius,97,78,90,['Drama'],,2h 25m,2016,"['Sonia Braga', 'Maeve Jinkings', 'Irandhir Santos', 'Humberto Carrão', 'Zoraide Coleto']",['Kleber Mendonca Filho'],519305,0,519305,0
Don't Kill It,93,39,75,"['Horror', 'Fantasy', 'Action']",,1h 33m,2016,"['Dolph Lundgren', 'Kristina Klebe', 'James Chalke', 'Tony Bentley', 'Miles Doleac']",['Mike Mendez'],31483450,45217209,76700659,15000000
Dancer,88,86,87,['Documentary'],,1h 25m,2016,"['Sergei Polunin', 'Steven Cantor', 'Gabrielle Tana', 'Carolyn Marks Blackwood', 'Christine Langan']",['Steven Cantor'],13110903,0,13110903,0
Chasing the Win,100,100,99,['Documentary'],,1h 22m,2016,"['Bob Baffert', 'Laura Sheehy', 'Chris Ghelfi', 'Laura Sheehy', 'Chris Ghelfi']","['Laura Sheehy', 'Chris Ghelfi']",132555,0,132555,0
Clowntergeist,17,26,20,['Horror'],,1h 20m,2016,"['Brittany Belland', 'Burt Culver', 'Eric Corbin', 'Monica Baker', 'Madeleine Heil']",['Aaron Mirtes'],64167069,72149811,136316880,0
I am not your negro,99,83,93,['Documentary'],PG-13,1h 35m,2016,"['Samuel L. Jackson', 'Raoul Peck', 'Raoul Peck', 'James Baldwin', 'Rémi Grellety']",['Raoul Peck'],10748,0,10748,0
The Last Face,8,34,16,['Drama'],R,2h 11m,2016,"['Charlize Theron', 'Javier Bardem', 'Adèle Exarchopoulos', 'Jean Reno', 'Jared Harris']",['Sean Penn'],116750901,126124177,242875078,41000000
Wexford Plaza,100,83,94,['Comedy'],,1h 20m,2016,"['Reid Asselstine', 'Darrel Gamotin', 'Francis Melling', 'Ellie Posadas', 'Mirko Miljevic']",['Joyce Wong 2'],132555,0,132555,0
Here Alone,54,53,53,"['Horror', 'Mystery & Thriller']",,1h 37m,2016,"['Lucy Walters', 'Gina Piersanti', 'Adam David Thompson', 'Shane West', 'Ryken A. Whitfield']",['Rod Blackhurst'],16757163,0,16757163,0
The Seer: A Portrait of Wendell Berry,54,82,63,['Documentary'],,1h 22m,2016,"['Laura Dunn', 'Jef Sewell', 'Laura Dunn', 'Jef Sewell', 'Terrence Malick']","['Laura Dunn', 'Jef Sewell']",16757163,0,16757163,0
Moana,95,89,93,"['Kids & Family', 'Musical', 'Comedy', 'Adventure', 'Animation']",PG,1h 53m,2016,"['Dwayne Johnson', ""Auli'i Cravalho"", 'Rachel House', 'Temuera Morrison', 'Jemaine Clement']","['John Musker', 'Ron Clements']",7362439,1940583,9303022,0
Kevin Hart: What Now?,76,58,70,"['Comedy', 'Documentary']",R,1h 36m,2016,"['Kevin Hart', 'Halle Berry', 'Don Cheadle', 'Ed Helms', 'David Meunier']","['Leslie Small', 'Tim Story']",7993039,7966,8001005,0
My Life as a Zucchini,99,89,95,"['Comedy', 'Drama', 'Animation']",PG-13,1h 6m,2016,"['Will Forte', 'Nick Offerman', 'Elliot Page', 'Amy Sedaris', 'Clara Young']",['Claude Barras'],10748,0,10748,0
The 4th Company,100,57,85,"['Action', 'Crime', 'Drama']",,1h 49m,2016,"['Adrián Ladrón', 'Hernán Mendoza', 'Andoni Gracia', 'Gabino Rodríguez', 'Juan Carlos Flores']","['Amir Galvan Cervera', 'Mitzi Vanessa Arreola']",132555,0,132555,0
The Free World,50,53,50,"['Drama', 'Romance']",R,1h 40m,2016,"['Boyd Holbrook', 'Elisabeth Moss', 'Sung Kang', 'Waleed Zuaiter', 'James Moses Black']",['Undefined'],35014192,6083661,41097853,8000000
Incarnate,17,24,19,"['Horror', 'Mystery & Thriller']",PG-13,1h 26m,2016,"['Aaron Eckhart', 'Carice van Houten', 'Catalina Sandino Moreno', 'David Mazouz', ""Keir O'Donnell""]",['Brad Peyton'],64167069,72149811,136316880,0
American Fable,76,41,64,"['Mystery & Thriller', 'Drama']",,1h 36m,2016,"['Peyton Kennedy', 'Kip Pardue', 'Richard Schiff', 'Marci Miller', 'Gavin MacIntosh']",['Anne Hamilton'],7993039,7966,8001005,0
An Eye for an Eye,71,67,69,['Documentary'],,2h 0m,2016,"['Mark Camacho', 'Mark Stroman', 'Harry Standjofski', 'Ilan Ziv', 'Paul Cadieux']",['Ilan Ziv'],1270847,1791331,3062178,0
The Transfiguration,86,55,75,"['Horror', 'Mystery & Thriller']",,1h 37m,2016,"['Eric Ruffin', 'Chloë Levine', 'Aaron Moten', 'Carter Redwood', 'Danny Flaherty']",['Michael Oshea 3'],130319208,100366245,230685453,80000000
Bleed for This,70,69,69,"['Biography', 'Drama']",R,1h 56m,2016,"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal', 'Ciarán Hinds', 'Ted Levine']",['Ben Younger'],2540965,166872,2707837,0
Folk Hero & Funny Guy,74,41,62,['Comedy'],,1h 28m,2016,"['Alex Karpovsky', 'Wyatt Russell', 'Meredith Hagner', 'Melanie Lynskey', 'Hannah Simone']",['Jeff Grace'],95697,0,95697,0
Let Her Out,89,54,77,"['Horror', 'Sci-Fi', 'Mystery & Thriller']",,1h 29m,2016,"['Alanna LeVierge', 'Nina Kiri', 'Adam Christie', 'Kate Fenton', 'Michael Lipka']",['Cody Calahan'],2043889,0,2043889,0
House of Z,60,71,63,['Documentary'],,1h 30m,2016,"['Naomi Campbell', 'Diddy', 'Paz de la Huerta', 'Sandy Chronopoulos', 'Sandy Chronopoulos']",['Sandy Chronopoulos'],101648571,135553728,237202299,90000000
Sidemen: Long Road to Glory,100,100,99,"['Documentary', 'Music']",,1h 17m,2016,"['Marc Maron', 'Scott D. Rosenbaum', 'Jasin Cadic', 'Scott D. Rosenbaum', 'Jasin Cadic']",['Scott D Rosenbaum'],132555,0,132555,0
Fallen,7,65,26,"['Fantasy', 'Romance', 'Drama']",PG-13,1h 27m,2016,"['Joely Richardson', 'Hermione Corfield', 'Addison Timlin', 'Jeremy Irvine', 'Harrison Gilbertson']",['Scott Hicks'],172135383,395400000,567535383,291000000
Birth of the Dragon,23,68,38,['Action'],PG-13,1h 31m,2016,"['Philip Ng', 'Yu Xia', 'Billy Magnussen', 'Jingjing Qu', 'Jin Xing']",['George Nolfi'],549185,0,549185,0
Population Zero,78,51,69,"['Crime', 'Drama', 'Mystery & Thriller']",,1h 24m,2016,"['Julian T. Pinder', 'Julian T. Pinder', 'Adam Levins', 'Jeff Staranchuk', 'William Borthwick']","['Julian T Pinder', 'Adam Levins']",37664,9174,46838,0
The Age of Shadows,100,83,94,"['Action', 'Mystery & Thriller']",,2h 20m,2016,"['Song Kang-ho', 'Gong Yoo', 'Han Ji-min', 'Uhm Tae-goo', 'Shingo Tsurumi']",['Ji Woon Kim'],132555,0,132555,0
Wakefield,75,53,67,['Drama'],R,1h 49m,2016,"['Bryan Cranston', 'Jennifer Garner', ""Jason O'Mara"", ""Beverly D'Angelo"", 'Ian Anthony Dale']",['Robin Swicord'],1236408,0,1236408,0
Graduation,94,83,90,"['Drama', 'Crime']",R,2h 8m,2016,"['Adrian Titieni', 'Maria Dragus', 'Rares Andrici', 'Lia Bugnar', 'Malina Manovici']",['Cristian Mungiu'],673151,101629,774780,0
Atlantic,100,80,93,['Documentary'],,1h 20m,2016,"['Brendan Gleeson', ""Risteard O'Domhnaill"", 'Marie-Therese Garvey', 'Jill Knox-Gosse', 'Lynne Wilson']",['Risteard Odomhnaill'],132555,0,132555,0
Brave New Jersey,53,33,46,['Comedy'],,1h 31m,2016,"['Anna Camp', 'Raymond J. Barry', 'Erika Alexander', 'Heather Burns', 'Evan Jonigkeit']",['Jody Lambert'],315497,0,315497,0
Underworld: Blood Wars,21,49,30,"['Fantasy', 'Action', 'Horror']",R,1h 32m,2016,"['Kate Beckinsale', 'Theo James', 'Tobias Menzies', 'Lara Pulver', 'Charles Dance']",['Anna Foerster'],81159365,78649005,159808370,35000000
Kids in Love,38,29,35,['Drama'],,1h 27m,2016,"['Will Poulter', 'Alma Jodorowsky', 'Sebastian de Souza', 'Preston Thompson', 'Cara Delevingne']",['Chris Foggin'],676407,0,676407,0
Porto,52,37,47,"['Drama', 'Romance']",,1h 16m,2016,"['Anton Yelchin', 'Lucie Lucas', 'Aude Pépin', 'Françoise Lebrun', 'Paulo Calatré']",['Gabe Klinger'],37664,9174,46838,0
Allied,60,64,61,"['History', 'Drama', 'War', 'Mystery & Thriller', 'Romance', 'Action']",R,1h 59m,2016,"['Brad Pitt', 'Marion Cotillard', 'Jared Harris', 'Simon McBurney', 'Lizzy Caplan']",['Robertzemickis'],101648571,135553728,237202299,90000000
The Lost City of Z,86,58,76,"['Adventure', 'History', 'Drama', 'Biography']",PG-13,2h 21m,2016,"['Charlie Hunnam', 'Robert Pattinson', 'Sienna Miller', 'Tom Holland', 'Edward Ashley']",['James Gray'],130319208,100366245,230685453,80000000
All This Panic,94,69,85,['Documentary'],,1h 19m,2016,"['Delia Cunningham', 'Kevin Ryan', 'Dusty Rose Ryan', 'Lena M.', 'Ginger Leigh Ryan']",['Jenny Gage 2'],673151,101629,774780,0
The Hollow,40,62,47,"['Crime', 'Drama', 'Mystery & Thriller']",,2h 8m,2016,"['William Sadler', 'William Forsythe', 'Jeff Fahey', 'James Callis', 'David Warshofsky']",['Miles Doleac'],67544505,20670651,88215156,35000000
Una,76,50,67,['Drama'],R,1h 36m,2016,"['Rooney Mara', 'Ben Mendelsohn', 'Riz Ahmed', 'Tobias Menzies', 'Tara Fitzgerald']",['Benedict Andrews'],7993039,7966,8001005,0
Blair Witch,38,31,35,"['Horror', 'Mystery & Thriller']",R,1h 29m,2016,"['James Allen McCune', 'Callie Hernandez', 'Corbin Reid', 'Brandon Scott', 'Wes Robinson']",['Adam Wingard'],676407,0,676407,0
Bedeviled,0,20,6,"['Horror', 'Mystery & Thriller']",R,1h 31m,2016,"['Saxon Sharbino', 'Mitchell Edwards', 'Carson Boatman', 'Victory Van Tuyl', 'Brandon Soo Hoo']","['Abel Vang', 'Burlee Vang']",0,0,0,0
From a House on Willow Street,46,80,57,['Horror'],,1h 30m,2016,"['Carlyn Burchell', 'Gustav Gerdener', 'Zino Ventura', 'Sharni Vinson', 'Steven John Ward']",['Alastair Orr'],285585,600433,886018,0
Food Evolution,100,78,92,['Documentary'],,1h 32m,2016,"['Neil deGrasse Tyson', 'Bill Nye', 'Scott Hamilton Kennedy', 'Scott Hamilton Kennedy', 'Trace Sheehan']",['Scott Hamilton Kennedy'],132555,0,132555,0
Rebirth,43,27,37,['Mystery & Thriller'],,1h 40m,2016,"['Adam Goldberg', 'Harry Hamlin', 'Nicky Whelan', 'Andrew J. West', 'Kat Foster']",['Karl Mueller'],8840453,23602658,32443111,6000000
Tyler Perry's Boo! A Madea Halloween,19,53,30,"['Holiday', 'Comedy', 'Adventure']",PG-13,1h 43m,2016,"['Tyler Perry', 'Cassi Davis', 'Patrice Lovely', 'Liza Koshy', 'Diamond White']",['Tyler Perry'],126943684,234888716,361832400,135000000
The Night of the Virgin,50,40,46,"['Comedy', 'Horror', 'Fantasy']",,1h 56m,2016,"['Javier Bódalo', 'Miriam Martin', 'Victor Amilibia', 'Ignatius', 'Javi Alaiza']",['Roberto San Sebastian'],35014192,6083661,41097853,8000000
Dear Zindagi,73,73,73,['Drama'],,2h 30m,2016,"['Alia Bhatt', 'Shah Rukh Khan', 'Atul Kale', 'Angad Bedi', 'Kunal Kapoor']",['Gauri Shinde 3'],9457734,0,9457734,0
Icaros: A Vision,90,82,87,['Drama'],,1h 31m,2016,"['Ana Cecilia Stieglitz', 'Filippo Timi', 'Arturo Izquierdo', 'Guillermo Arévalo', 'Lurdes Valles']","['Leonor Caraballo', 'Matteo Norzi']",7362439,1940583,9303022,0
Passengers,30,63,41,"['Sci-Fi', 'Adventure', 'Mystery & Thriller', 'Romance']",PG-13,1h 51m,2016,"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen', 'Laurence Fishburne', 'Andy Garcia']",['Morten Tyldum'],57231747,39223950,96455697,37000000
Center of My World,100,82,93,"['Drama', 'Romance', 'LGBTQ+']",,1h 55m,2016,"['Inka Friedrich', 'Sascha Alexander Gersak', 'Thomas Goritzki', 'Louis Hofmann', 'Svenja Jung']",['Jakob M Erwa 2'],132555,0,132555,0
Abacus: Small Enough to Jail,93,85,90,['Documentary'],,1h 30m,2016,"['Steve James', 'Raney Aronson', 'Christopher Clements', 'Sally Jo Fifer', 'Justine Nagan']",['Steve James 3'],31483450,45217209,76700659,15000000
Diamond Island,100,88,95,['Drama'],,1h 41m,2016,"['Sobon Nuon', 'Cheanick Nov', 'Madeza Chhem', 'Mean Korn', 'Samnang Nut']",['Davy Chou'],132555,0,132555,0
Is That a Gun in Your Pocket?,0,92,30,['Comedy'],R,1h 37m,2016,"['Andrea Anders', 'Matt Passmore', 'Cloris Leachman', 'Horatio Sanz', 'John Michael Higgins']",['Matt Cooper'],0,0,0,0
Seed: The Untold Story,93,86,90,['Documentary'],,1h 34m,2016,"['Vandana Shiva', 'Jane Goodall', 'Andrew Kimbrell', 'Winona Laduke', 'Raj Patel']","['Taggart Siegel', 'Jon Betz']",31483450,45217209,76700659,15000000
The Autopsy of Jane Doe,86,71,81,"['Horror', 'Mystery & Thriller']",R,1h 26m,2016,"['Emile Hirsch', 'Brian Cox', 'Ophelia Lovibond', 'Michael McElhatton', 'Olwen Catherine Kelly']",['Andre Ovredal'],130319208,100366245,230685453,80000000
The Best Democracy Money Can Buy,50,60,53,['Documentary'],,1h 54m,2016,"['Greg Palast', 'Greg Palast', 'David Ambrose', 'Miguel ""Mike"" Wise', 'Von Eckardt-Manzoni']",['Greg Palast'],35014192,6083661,41097853,8000000
Road to the Well,78,67,74,"['Comedy', 'Drama', 'Mystery & Thriller']",,1h 48m,2016,"['Micah Parker', 'Rosalie McIntire', 'Laurence Fuller', 'Barak Hardley', 'Marshall R. Teague']",['Jon Cvack'],37664,9174,46838,0
Hidden Figures,93,93,93,"['History', 'Drama']",PG,2h 7m,2016,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner', 'Mahershala Ali']",['Ted Melfi'],31483450,45217209,76700659,15000000
Moonlight,98,79,91,"['Drama', 'LGBTQ+']",R,1h 51m,2016,"['Mahershala Ali', 'Alex R. Hibbert', 'Ashton Sanders', 'Trevante Rhodes', 'Janelle Monáe']",['Barry Jenkins'],100345,1843942,1944287,0
Diverge,83,50,72,"['Drama', 'Sci-Fi']",,1h 25m,2016,"['Ivan Sandomire', 'Jamie Jackson', 'Andrew Sensenig', 'Erin Cunningham', 'Chris Henry Coffey']",['James Morrison'],4055660,3295401,7351061,0
The Siege of Jadotville,64,74,67,"['Drama', 'Mystery & Thriller']",,1h 48m,2016,"['Jamie Dornan', 'Mark Strong', ""Jason O'Mara"", 'Mikael Persbrandt', 'Guillaume Canet']",['Richie Smyth'],470308,0,470308,0
Leap!,41,63,48,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",PG,1h 29m,2016,"['Elle Fanning', 'Nat Wolff', 'Carly Rae Jepsen', 'Maddie Ziegler', 'Mel Brooks']","['Eric Summer', 'Eric Warin']",31445012,28500000,59945012,35000000
The Bleeder,82,64,76,"['Biography', 'History', 'Drama']",R,1h 41m,2016,"['Liev Schreiber', 'Elisabeth Moss', 'Naomi Watts', 'Ron Perlman', 'Jim Gaffigan']",['1184849 Philippe Falardeau'],829,0,829,0
Swing Away,80,79,79,"['Comedy', 'Drama']",PG,1h 38m,2016,"['Shannon Elizabeth', ""John O'Hurley"", 'Karl Theobald', 'Manos Gavras', 'Renos Haralambidis']",['Michael Nickels'],0,0,0,0
The Man From Mo'Wax,77,94,82,"['Documentary', 'Music']",,1h 49m,2016,"['James Lavelle', 'DJ Shadow', 'Ian Brown', 'Josh Homme', 'Thom Yorke']",['Matthew Jones 2'],157066392,281900000,438966392,0
So B. It,45,91,60,['Drama'],PG-13,1h 38m,2016,"['Alfre Woodard', 'John Heard', 'Jessica Collins', 'Jacinda Barrett', 'Dash Mihok']",['Stephen Gyllenhaal'],171339,0,171339,0
American Anarchist,67,38,57,['Documentary'],,1h 20m,2016,"['William Powell', 'Charlie Siskel', 'Charlie Siskel', 'Charlie Siskel', 'Nina Bernfeld']",['Charlie Siskel'],5743,0,5743,0
Sugar Mountain,36,36,36,"['Mystery & Thriller', 'Drama']",,1h 46m,2016,"['Drew Roy', 'Haley Webb', 'Shane Coffey', 'Cary Elwes', 'Jason Momoa']",['Richard Gray'],0,0,0,0
Raising Bertie,92,75,86,['Documentary'],,1h 42m,2016,"['Reginald Askew', 'Davonte Harrell', 'David Perry', 'Margaret Byrne', 'Margaret Byrne']",['Margaret Byrne'],50410,0,50410,0
Johnny Frank Garrett's Last Word,50,42,47,['Horror'],,1h 35m,2016,"['Sean Patrick Flanery', 'Erin Cummings', 'Mike Doyle', 'Dodge Prince', 'Sue Rock']",['Simon Rumley'],35014192,6083661,41097853,8000000
The Other Half,78,32,62,"['Romance', 'Drama']",,1h 43m,2016,"['Tom Cullen', 'Tatiana Maslany', 'Suzanne Clément', 'Mark Rendall', 'Deragh Campbell']",['Joey Klein'],37664,9174,46838,0
Blood Stripe,88,75,83,"['Drama', 'Mystery & Thriller']",,1h 23m,2016,"['Kate Nowlin', 'Tom Lipinski', 'Chris Sullivan', 'Rusty Schwimmer', 'Ashlie Atkinson']",['Remy Auberjonois'],13110903,0,13110903,0
Sky Ladder: The Art of Cai Guo-Qiang,100,84,94,['Documentary'],,1h 16m,2016,"['Ian Buruma', 'Guo-Qiang Cai', 'Wen-You Cai', 'Jeffrey Deitch', 'Phil Grucci']",['Kevin Macdonald'],132555,0,132555,0
7:19,100,52,83,['Drama'],,1h 34m,2016,"['Carmen Beato', 'Demián Bichir', 'Héctor Bonilla', 'Octavio Michel', 'Azalia Ortíz']",['Jorge Michel Grau'],132555,0,132555,0
Vincent N Roxxy,44,65,51,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 50m,2016,"['Emile Hirsch', 'Zoë Kravitz', 'Zoey Deutch', 'Emory Cohen', 'Scott ""Kid Cudi"" Mescudi']",['Gary Schultz'],39768000,0,39768000,0
Mean Dreams,78,56,70,['Mystery & Thriller'],R,1h 45m,2016,"['Josh Wiggins', 'Sophie Nélisse', 'Bill Paxton', 'Colm Feore', 'Vickie Papavs']",['Nathan Morlando'],37664,9174,46838,0
XOXO,71,52,64,['Comedy'],TVMA,1h 32m,2016,"['Sarah Hyland', 'Graham Phillips', 'Brett DelBuono', ""Chris D'Elia"", 'Hayley Kiyoko']",['Christopher Louie'],1270847,1791331,3062178,0
SoulMate,100,78,92,"['Drama', 'Romance']",,1h 50m,2016,"['Sichun Ma', 'Zhou Dongyu', 'Li Chengbin', 'Ping Li', 'Derek Tsang']",['Kwok Cheung Tsang'],132555,0,132555,0
Risk,80,52,70,['Documentary'],,1h 24m,2016,"['Julian Assange', 'Laura Poitras', 'Laura Poitras', 'Brenda Coughlin', 'Sam Esmail']",['Laura Poitras'],0,0,0,0
Shepherds and Butchers,64,52,60,['Drama'],R,1h 46m,2016,"['Andrea Riseborough', 'Steve Coogan', 'Deon Lotz', 'Robert Hobbs', 'Garion Dowds']",['Oliver Schmitz'],470308,0,470308,0
The Night Watchmen,86,66,79,"['Horror', 'Comedy']",,1h 20m,2016,"['Kevin Jiggetts', 'Kara Luiz', 'Ken Arnold', 'Dan DeLuca', 'Max Gray Wilbur']",['Mitchell Altieri'],130319208,100366245,230685453,80000000
The Ticket,51,30,44,['Drama'],,1h 38m,2016,"['Dan Stevens', 'Malin Akerman', 'Kerry Bishé', 'Oliver Platt', 'Skylar Gaertner']",['Ido Fluk'],42194060,63453042,105647102,70000000
Weirdos,93,96,94,['Drama'],,1h 25m,2016,"['Molly Parker', 'Allan Hawco', 'Julia Sarah Stone', 'Dylan Authors', 'Gary Levert']",['Bruce Mcdonald'],31483450,45217209,76700659,15000000
Harry Benson: Shoot First,86,45,72,['Documentary'],,1h 27m,2016,"['Harry Benson', 'Sharon Stone', 'Alec Baldwin', 'Donald Trump', 'Cornelia Guest']","['Justin Bare', 'Matthew Miele']",130319208,100366245,230685453,80000000
All We Had,40,48,42,['Drama'],,1h 45m,2016,"['Stefania Owen', 'Katie Holmes', 'Luke Wilson', 'Richard Kind', 'Mark Consuelos']",['Katie Holmes'],67544505,20670651,88215156,35000000
Salt and Fire,33,14,26,['Mystery & Thriller'],,1h 38m,2016,"['Veronica Ferres', 'Michael Shannon', 'Gael García Bernal', 'Volker Michalowski', 'Lawrence Krauss']",['Werner Herzog'],12227722,15744301,27972023,0
Wolves,36,48,40,['Drama'],R,1h 50m,2016,"['Michael Shannon', 'Carla Gugino', 'Taylor John Smith', 'Chris Bauer', 'John Douglas Thompson']",['Bart Freundlich'],0,0,0,0
Ace the Case,20,51,30,"['Comedy', 'Mystery & Thriller']",PG-13,1h 34m,2016,"['Ripley Sobo', 'Lev Gorn', 'Susan Sarandon', 'Marc Menchaca', 'Aaron Sauter']",['Kevin Kaufman 2'],160942139,271028977,431971116,142000000
The Legend of Ben Hall,50,74,57,"['Action', 'Biography', 'History', 'Drama', 'Western']",,2h 19m,2016,"['Jack Martin', 'Jamie Coffa', 'William Lee', 'Joanne Dobbin', 'Adam Willson']",['Matthew Holmes'],35014192,6083661,41097853,8000000
Good Fortune,78,96,84,['Documentary'],PG,1h 26m,2016,"['John Paul Dejoria', 'Dan Aykroyd', 'Eloise DeJoria', 'Arianna Huffington', 'Robert Kennedy Jr.']","['Joshua Tickell', 'Rebecca Harrell Tickell']",37664,9174,46838,0
Keeping Up With the Joneses,19,37,25,"['Comedy', 'Action']",PG-13,1h 40m,2016,"['Zach Galifianakis', 'Isla Fisher', 'Jon Hamm', 'Gal Gadot', 'Patton Oswalt']",['Greg Mottola'],126943684,234888716,361832400,135000000
Anthropoid,66,71,67,"['History', 'Drama', 'War', 'Mystery & Thriller']",R,2h 0m,2016,"['Cillian Murphy', 'Jamie Dornan', 'Charlotte Le Bon', 'Anna Geislerová', 'Toby Jones']",['Sean Ellis 3'],244082982,217908885,461991867,120000000
Sadie's Last Days on Earth,40,35,38,['Comedy'],,1h 30m,2016,"['Helene Joy', 'Munro Chambers', 'Lola Flanery', 'Ricardo Hoyos', 'Madison Cheeatow']",['Michael Seater'],67544505,20670651,88215156,35000000
Why Him?,39,51,43,"['Holiday', 'Comedy']",R,1h 51m,2016,"['James Franco', 'Bryan Cranston', 'Zoey Deutch', 'Megan Mullally', 'Griffin Gluck']",['John Hamburg'],182253,0,182253,0
Crazy About Tiffany's,27,37,30,['Documentary'],,1h 27m,2016,"['Jessica Biel', 'Katie Couric', 'Fran Lebowitz', 'Baz Luhrmann', 'Catherine Martin']",['Matthew Miele'],76808654,85846697,162655351,30000000
Blood Hunters,40,36,38,"['Horror', 'Mystery & Thriller']",,1h 30m,2016,"['Lara Gilchrist', 'Benjamin Arthur', 'Torri Higginson', 'Mark Taylor', 'Julian Richings']",['Tricia Lee'],67544505,20670651,88215156,35000000
Monster Trucks,32,51,38,"['Adventure', 'Action', 'Fantasy', 'Comedy']",PG,1h 45m,2016,"['Lucas Till', 'Jane Levy', 'Rob Lowe', 'Danny Glover', 'Barry Pepper']",['Chris Wedge'],8968845,0,8968845,0
The Congressman,33,50,38,['Drama'],R,1h 38m,2016,"['Treat Williams', 'Elizabeth Marvel', 'Ryan Merriman', 'Jayne Atkinson', 'George Hamilton']","['Jared Martin', 'Robert Mrazek']",12227722,15744301,27972023,0
Nerdland,21,31,24,"['Comedy', 'Animation']",,1h 23m,2016,"['Paul Rudd', 'Patton Oswalt', 'Hannibal Buress', 'Riki Lindhome', 'Kate Micucci']",['Chris Prynoski'],81159365,78649005,159808370,35000000
The Young Messiah,49,66,54,"['History', 'Drama']",PG-13,1h 51m,2016,"['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh', 'Finn Ireland', 'Christian McKay']",['Cyrus Nowrasteh'],205024,0,205024,0
Restless Creature: Wendy Whelan,100,71,90,"['Documentary', 'Music']",,1h 30m,2016,"['Wendy Whelan', 'Linda Saffire', 'Adam Schlesinger', 'Diana DiMenna', 'Linda Saffire']","['Linda Saffire', 'Adam Schlesinger']",132555,0,132555,0
Team Foxcatcher,100,87,95,"['Documentary', 'Biography', 'Crime', 'Drama']",,1h 31m,2016,"['Nancy Schultz', 'John Greenhalgh', 'Jeremy Bailer', 'Ben Hatta', 'Nancy Schultz']",['John Greenhalgh'],132555,0,132555,0
Communion,95,60,83,['Documentary'],,1h 12m,2016,"['Anna Zamecka', 'Anna Zamecka', 'Hanka Kastelicová', 'Zuzanna Król', 'Izabela Łopuch']",['Anna Zamecka'],7362439,1940583,9303022,0
Pyromaniac,64,27,51,['Drama'],,1h 38m,2016,"['Per Frisch', 'Agnes Kittelsen', 'Trond Nilssen', 'Liv Bernhoft Osa', 'Henrik Rafaelsen']",['Erik Skjoldbjaerg'],470308,0,470308,0
Jackals,44,24,37,['Mystery & Thriller'],,1h 25m,2016,"['Stephen Dorff', 'Deborah Kara Unger', 'Johnathon Schaech', 'Nick Roux', 'Alyssa Julya Smith']",['Kevin Greutert'],39768000,0,39768000,0
First Girl I Loved,90,71,83,"['Drama', 'Romance', 'LGBTQ+']",,1h 31m,2016,"['Brianna Hildebrand', 'Pamela Adlon', 'Dylan Gelula', 'Mateo Arias', 'Tim Heidecker']",['Kirun Sanga'],7362439,1940583,9303022,0
The Pistol Shrimps,80,42,67,['Documentary'],,1h 15m,2016,"['Stephanie Allynne', 'Maria Blasucci', 'Matt Gourley', 'Molly Hawkey', 'Aubrey Plaza']",['Brent Hodge'],0,0,0,0
Midnight Return: The Story of Billy Hayes and Turkey,78,80,78,['Documentary'],,1h 39m,2016,"['Alan Parker', 'David Puttnam', 'Giorgio Moroder', 'Peter Greenberg', 'Sally Sussman Morina']",['Sally Sussman 2'],37664,9174,46838,0
Unlocking the Cage,80,71,77,['Documentary'],,1h 31m,2016,"['Chris Hegedus', 'D.A. Pennebaker', 'Chris Hegedus', 'Frazer Pennebaker', 'Rosadel Varela']","['Chris Hegedus', 'Da Pennebaker']",0,0,0,0
The Stakelander,80,32,63,['Horror'],,1h 35m,2016,"['Connor Paolo', 'Nick Damici', 'Laura Abramsen', 'A.C. Peterson', 'Steven Williams']","['Dan Berk', 'Robert Olsen']",0,0,0,0
In Dubious Battle,29,39,32,"['History', 'Drama']",R,1h 54m,2016,"['Nat Wolff', 'James Franco', 'Selena Gomez', ""Vincent D'Onofrio"", 'Robert Duvall']",['James Franco'],429028,0,429028,5000000
A Hundred Streets,41,36,39,['Drama'],,1h 33m,2016,"['Idris Elba', 'Gemma Arterton', 'Tom Cullen', 'Franz Drameh', 'Ryan Gage']",['Jim Ohanlon'],31445012,28500000,59945012,35000000
In Search of Israeli Cuisine,92,92,92,['Documentary'],,1h 37m,2016,"['Roger M. Sherman', 'Roger M. Sherman', 'Roger M. Sherman', 'Roger M. Sherman', 'Karen Shakerdge']",['Roger Sherman'],50410,0,50410,0
A Monster Calls,86,81,84,"['Fantasy', 'Adventure', 'Drama']",PG-13,1h 48m,2016,"['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones', 'Toby Kebbell', 'Ben Moor']",['J A Bayona'],130319208,100366245,230685453,80000000
Paris Can Wait,47,39,44,"['Romance', 'Comedy']",PG,1h 32m,2016,"['Diane Lane', 'Arnaud Viard', 'Alec Baldwin', 'Elise Tielrooy', 'Elodie Navarre']",['Eleanor Coppola'],38362475,113421364,151783839,175000000
